Nome;Partido;Estado;Codigo;CD01O022O008720;CD01O022O008722;CD01O031O008729;CD01O031O008730;CD01O032E008733;CD01O035O008734;CD01O035O008735;CD01O035O008736;CD01O035O008738;CD01O035O008739;CD01O035O008740;CD01O036E008741;CD01O036E008742;CD01O036E008743;CD01O043O008748;CD01O043O008749;CD01O043O008751;CD01O043O008752;CD01O044E008756;CD01O044E008758;CD01O044E008759;CD01O044E008760;CD01O044E008761;CD01O044E008762;Lado;tsne-1d-one;tsne-2d-two
HAROLDO CATHEDRAL;PSD;Roraima;1;Sim;Sim;Não;Não;Sim;Não;Não Votou;Não;Não;Sim;Não Votou;Não;Não;Não;Sim;Sim;Não;Não;Sim;Não;Não;Não;Sim;Sim;GOVERNO;8.754422;19.212431
EDIO LOPES;PR;Roraima;2;Não;Não Votou;Não Votou;Não;Sim;Não;Não;Não;Não;Sim;Sim;Não;Não;Não;Sim;Sim;Não;Não;Sim;Sim;Não Votou;Não Votou;Não Votou;Não Votou;GOVERNO;11.556882;5.2138605
JOENIA WAPICHANA;REDE;Roraima;3;Não;Não;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não;Não;Não Votou;Não;Não;Sim;Não;Não;Sim;Sim;OPOSIÇÃO;-14.970145;-16.587486
HIRAN GONÇALVES;PP;Roraima;4;Não Votou;Não Votou;Não;Não;Sim;Não Votou;Não Votou;Não Votou;Não;Sim;Não Votou;Não Votou;Não;Não Votou;Não Votou;Sim;Não Votou;Não Votou;Sim;Sim;Não;Não;Sim;Sim;GOVERNO;-2.9092197;-4.2247076
JHONATAN DE JESUS;PRB;Roraima;5;Sim;Não Votou;Não;Não Votou;Não;Não Votou;Não;Não;Não;Sim;Não;Não;Não;Não;Sim;Não Votou;Não Votou;Não;Sim;Sim;Não;Não;Sim;Sim;GOVERNO;14.61552;24.611198
NICOLETTI;PSL;Roraima;6;Sim;Sim;Não;Não;Sim;Não;Não;Não;Não;Sim;Não;Não;Não;Não;Sim;Sim;Não;Não;Sim;Sim;Não;Não;Sim;Sim;GOVERNO;20.116005;8.063156
OTACI NASCIMENTO;Solidariedade;Roraima;7;Não;Sim;Não;Não;Sim;Não;Não;Não;Não;Sim;Sim;Não;Não;Não;Sim;Sim;Não;Não;Sim;Sim;Não;Não;Sim;Sim;MINORIA;7.624415;3.44141
SHÉRIDAN;PSDB;Roraima;8;Não;Sim;Sim;Sim;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Sim;Sim;Não;Não;Sim;Sim;Não;Não;Sim;Sim;GOVERNO;-8.517182;-8.646708
ANDRÉ ABDON;PP;Amapá;9;Não;Sim;Não;Não Votou;Sim;Não Votou;Não;Não;Não;Sim;Não Votou;Não;Não Votou;Não;Sim;Não Votou;Não;Não;Sim;Sim;Não;Não;Não Votou;Sim;GOVERNO;11.1492195;9.2599
ACÁCIO FAVACHO;PROS;Amapá;10;Não;Sim;Não;Não;Sim;Não Votou;Não Votou;Não;Não;Sim;Abstenção;Não;Não;Não;Sim;Sim;Não;Não;Sim;Sim;Não;Não;Não Votou;Sim;MINORIA;12.477139;8.744175
ALINE GURGEL;PRB;Amapá;11;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Sim;Sim;Não;Sim;Não;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;GOVERNO;-20.421192;-3.744115
CAMILO CAPIBERIBE;PSB;Amapá;12;Não;Não;Não Votou;Sim;Não;Não Votou;Sim;Sim;Sim;Não;Sim;Sim;Sim;Sim;Sim;Não Votou;Sim;Não;Não;Sim;Não;Não;Não Votou;Sim;OPOSIÇÃO;-24.233845;-18.208641
LEDA SADALA;Avate;Amapá;14;Não Votou;Não;Não;Não;Sim;Não Votou;Não Votou;Sim;Sim;Sim;Sim;Não;Sim;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;MINORIA;-16.254475;-3.9144902
PROFESSORA MARCIVANIA;PCdoB;Amapá;15;Não;Não;Não;Não;Não;Sim;Não Votou;Não Votou;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;OPOSIÇÃO;-20.94796;-17.209602
VINICIUS GURGEL;PR;Amapá;16;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;GOVERNO;-16.892853;-8.419873
LUIZ CARLOS;PSDB;Amapá;17;Não;Sim;Não Votou;Não Votou;Sim;Não Votou;Não;Não Votou;Não;Sim;Não Votou;Não;Não Votou;Não;Sim;Sim;Não;Sim;Sim;Sim;Não;Não;Sim;Sim;GOVERNO;4.94363;-1.1755979
AIRTON FALEIRO;PT;Pará;18;Não;Não;Abstenção;Obstrução;Obstrução;Não Votou;Sim;Obstrução;Obstrução;Obstrução;Não Votou;Não Votou;Não Votou;Não Votou;Obstrução;Não Votou;Sim;Não Votou;Não;Sim;Não;Não;Sim;Sim;OPOSIÇÃO;-12.571564;-22.590122
BETO FARO;PT;Pará;19;Não Votou;Não Votou;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Sim;Sim;Sim;Não Votou;Obstrução;Sim;Sim;Não;Não;Sim;Não;Não;Sim;Sim;OPOSIÇÃO;-13.773857;-26.861433
CÁSSIO ANDRADE;PSB;Pará;20;Não;Não;Sim;Sim;Não;Não;Não;Não;Não;Sim;Sim;Não;Sim;Sim;Sim;Sim;Não Votou;Não Votou;Não;Sim;Não;Não;Sim;Sim;OPOSIÇÃO;-16.640205;5.802438
ELCIONE BARBALHO;MDB;Pará;21;Não Votou;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Sim;Sim;Não Votou;Não Votou;Sim;Sim;Não;Não;Sim;Sim;GOVERNO;-9.942609;-9.730953
DELEGADO ÉDER MAURO;PSD;Pará;22;Não Votou;Sim;Não;Não Votou;Sim;Não;Não Votou;Não;Não;Sim;Não Votou;Não;Não;Não;Não Votou;Não Votou;Não;Não;Sim;Sim;Não;Não;Sim;Sim;GOVERNO;19.576954;4.083327
CELSO SABINO;PSDB;Pará;23;Não;Sim;Sim;Sim;Não;Não Votou;Não;Não;Não;Sim;Sim;Não Votou;Não;Não;Sim;Sim;Não;Não;Sim;Sim;Não;Não;Sim;Sim;GOVERNO;2.5803568;-3.5932498
CRISTIANO VALE;PR;Pará;25;Não;Sim;Não;Não;Sim;Não;Não;Não;Não;Sim;Sim;Não;Não;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Sim;Sim;GOVERNO;2.740813;13.959832
JOSÉ PRIANTE;MDB;Pará;26;Não;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Sim;Sim;Não;Não;Sim;Sim;GOVERNO;-11.726293;-9.612556
EDMILSON RODRIGUES;PSOL;Pará;27;Não;Não;Obstrução;Obstrução;Obstrução;Obstrução;Não Votou;Sim;Sim;Obstrução;Sim;Obstrução;Sim;Sim;Obstrução;Não;Sim;Não;Não;Sim;Não;Não;Sim;Sim;OPOSIÇÃO;-19.946705;-21.406721
EDUARDO COSTA;PTB;Pará;28;Não;Sim;Não;Não;Sim;Não;Não;Não;Não;Sim;Não;Não;Não;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Sim;Sim;GOVERNO;11.752816;16.029446
JÚNIOR FERRARI;PSD;Pará;29;Não;Sim;Não;Não;Sim;Não;Não;Não;Não;Sim;Sim;Não;Não;Não;Sim;Sim;Não;Não;Sim;Sim;Não;Não;Sim;Sim;GOVERNO;7.6246386;3.4414852
OLIVAL MARQUES;DEM;Pará;30;Não Votou;Sim;Não;Não;Sim;Não;Não Votou;Não;Não;Sim;Sim;Não;Não;Não;Sim;Sim;Não;Não;Sim;Sim;Não;Não;Não Votou;Sim;GOVERNO;9.3524885;0.056770775
NILSON PINTO;PSDB;Pará;31;Não;Sim;Não;Não Votou;Sim;Não;Não;Não;Não;Sim;Não;Não;Não;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Sim;Sim;GOVERNO;12.086242;15.962328
HÉLIO LEITE;DEM;Pará;32;Não Votou;Sim;Não;Não Votou;Sim;Não;Não;Não;Não;Sim;Sim;Não;Não;Não;Sim;Sim;Não;Não;Sim;Sim;Não Votou;Não;Sim;Sim;GOVERNO;9.839914;2.9530113
JOAQUIM PASSARINHO;PSD;Pará;33;Não;Não Votou;Não;Não;Sim;Não;Não;Não;Não;Sim;Sim;Não;Não;Não;Sim;Sim;Não;Não;Sim;Sim;Não;Não;Sim;Sim;GOVERNO;6.0587544;2.9406598
PAULO BENGTSON;PTB;Pará;34;Não;Sim;Não;Não;Sim;Não;Não Votou;Não;Não;Sim;Sim;Não;Não;Não;Sim;Sim;Sim;Não;Sim;Sim;Não Votou;Não;Não;Sim;GOVERNO;1.7371621;16.12046
VAVÁ MARTINS;PRB;Pará;35;Não;Sim;Não;Não;Não;Não;Não Votou;Não;Não;Sim;Não;Não;Sim;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Sim;Sim;GOVERNO;10.412155;23.81085
CAPITÃO ALBERTO NETO;PRB;Amazonas;36;Não;Sim;Não;Não;Sim;Não;Não;Não;Não;Sim;Não;Não;Não;Não;Não Votou;Sim;Não;Não;Sim;Sim;Não;Não;Sim;Sim;GOVERNO;18.603159;12.437304
BOSCO SARAIVA;Solidariedade;Amazonas;37;Não;Não Votou;Não;Não;Sim;Não;Não;Não;Não;Sim;Não;Não;Não;Não;Sim;Sim;Não;Não;Sim;Sim;Não;Não;Sim;Sim;MINORIA;17.95566;13.731609
ÁTILA LINS;PP;Amazonas;38;Não;Não Votou;Não Votou;Não Votou;Não Votou;Não;Não;Não Votou;Não;Não Votou;Não;Não;Não;Não;Não Votou;Não Votou;Não;Não;Sim;Sim;Não;Não;Sim;Sim;GOVERNO;18.395723;16.54762
SILAS CÂMARA;PRB;Amazonas;39;Não Votou;Sim;Não Votou;Não;Sim;Não;Não;Não;Não;Sim;Sim;Não;Não;Não;Sim;Sim;Não Votou;Não;Não Votou;Sim;Não;Não;Sim;Sim;GOVERNO;8.8885;-3.4664457
DELEGADO PABLO;PSL;Amazonas;40;Sim;Sim;Não;Não;Sim;Não;Não;Não;Não;Sim;Não;Não;Não;Não;Sim;Sim;Não;Não;Sim;Sim;Não;Não;Sim;Sim;GOVERNO;20.116539;8.044971
JOSÉ RICARDO;PT;Amazonas;41;Não;Não;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Sim;Sim;Sim;Obstrução;Não;Sim;Sim;Obstrução;Não;Sim;Não;Não;Sim;Sim;OPOSIÇÃO;-12.767754;-26.796375
MARCELO RAMOS;PR;Amazonas;42;Não;Sim;Não;Não Votou;Sim;Não;Não;Não;Não;Sim;Sim;Não;Não;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Sim;Sim;GOVERNO;1.7784435;14.081007
SIDNEY LEITE;PSD;Amazonas;43;Não;Sim;Não;Não;Sim;Não Votou;Não Votou;Não Votou;Não;Sim;Sim;Não;Não;Não;Sim;Não Votou;Não Votou;Não;Sim;Sim;Não;Não;Sim;Sim;GOVERNO;6.661768;9.051689
EXPEDITO NETTO;PSD;Rondonia;44;Não;Não;Sim;Sim;Sim;Não;Não;Não;Não;Não;Sim;Não;Sim;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;GOVERNO;-17.963102;2.7655804
CORONEL CHRISÓSTOMO;PSL;Rondonia;45;Sim;Sim;Não;Não;Sim;Não Votou;Não Votou;Não;Não;Sim;Não;Não;Não;Não;Sim;Sim;Não;Não;Sim;Sim;Não;Não;Sim;Sim;GOVERNO;21.09387;7.2470574
LUCIO MOSQUINI;MDB;Rondonia;46;Não Votou;Não Votou;Não;Não Votou;Sim;Não;Não;Não;Não;Sim;Sim;Não;Sim;Sim;Sim;Sim;Não;Não;Não;Sim;Não;Não;Não Votou;Sim;GOVERNO;-12.294527;5.8677387
JAQUELINE CASSOL;PP;Rondonia;47;Não;Sim;Não;Não;Sim;Não;Não;Não;Não;Sim;Sim;Não;Não;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Não Votou;Sim;GOVERNO;2.4121706;14.93154
LÉO MORAES;Podemos;Rondonia;48;Sim;Sim;Não;Não;Sim;Não;Não Votou;Não Votou;Não Votou;Sim;Sim;Não;Sim;Não;Sim;Sim;Não;Não;Sim;Sim;Não;Não;Não Votou;Sim;MINORIA;-1.4023337;1.7785726
MAURO NAZIF;PSB;Rondonia;49;Não;Sim;Não;Não;Sim;Não;Não Votou;Não;Não;Sim;Sim;Não;Sim;Sim;Sim;Sim;Não Votou;Não Votou;Não;Sim;Não;Não;Sim;Sim;OPOSIÇÃO;-10.443066;5.041339
SILVIA CRISTINA;PDT;Rondonia;50;Não;Não;Não;Não;Sim;Não Votou;Não;Não;Não;Não;Sim;Não;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Não;Não;Sim;Sim;MINORIA;-14.83732;2.5301783
MARIANA CARVALHO;PSDB;Rondonia;51;Não Votou;Não Votou;Não;Não;Sim;Não Votou;Não Votou;Não;Não;Não Votou;Sim;Não;Não;Não;Sim;Sim;Não;Não;Sim;Sim;Não Votou;Não;Não Votou;Não Votou;GOVERNO;11.445434;3.6287062
JESUS SÉRGIO;PDT;Acre;52;Não;Não Votou;Não;Sim;Não;Sim;Sim;Não Votou;Não;Não;Sim;Não;Sim;Sim;Não Votou;Sim;Sim;Não;Não;Sim;Não;Não;Sim;Sim;MINORIA;-19.14504;-18.550514
ALAN RICK;DEM;Acre;53;Não;Não Votou;Não;Não;Sim;Não Votou;Não;Não;Não;Sim;Sim;Não;Não;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Sim;Sim;GOVERNO;1.5385586;12.426798
FLAVIANO MELO;MDB;Acre;54;Não;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Sim;Não Votou;Sim;Não;Sim;Sim;Não;Não;Sim;Sim;GOVERNO;-11.306241;-10.178563
MANUEL MARCOS;PRB;Acre;55;Não;Sim;Não;Não;Não;Não;Não;Não;Não;Sim;Não;Não;Não;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Sim;Sim;GOVERNO;12.193447;22.630396
JÉSSICA SALES;MDB;Acre;56;Não Votou;Não Votou;Não;Não;Sim;Não Votou;Não Votou;Não;Não;Sim;Sim;Não Votou;Não;Não;Não Votou;Não Votou;Não;Não;Não;Sim;Não;Não;Sim;Sim;GOVERNO;7.418708;-5.152379
MARA ROCHA;PSDB;Acre;57;Sim;Não Votou;Sim;Não;Sim;Não Votou;Não Votou;Não;Não;Sim;Sim;Não;Não Votou;Não;Sim;Sim;Não Votou;Não;Sim;Sim;Não;Não;Sim;Sim;GOVERNO;12.759602;-5.8585367
PERPÉTUA ALMEIDA;PCdoB;Acre;58;Não Votou;Não;Não Votou;Sim;Não;Não Votou;Sim;Não Votou;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Não;Não;Sim;Sim;OPOSIÇÃO;-23.77287;-18.18463
DRA. VANDA MILANI;Solidariedade;Acre;59;Não;Não Votou;Não Votou;Não;Não Votou;Não Votou;Não Votou;Não;Não;Sim;Não Votou;Não;Sim;Sim;Sim;Não Votou;Não;Não;Sim;Não Votou;Não Votou;Não;Sim;Sim;MINORIA;-7.26756;2.8710155
CARLOS HENRIQUE GAGUIM;DEM;Tocantins;60;Não;Sim;Não;Não;Sim;Não;Não;Não;Não;Sim;Sim;Não;Não;Não;Sim;Sim;Não;Não;Não;Sim;Não;Não;Sim;Sim;GOVERNO;7.2598324;-3.5485983
DULCE MIRANDA;MDB;Tocantins;61;Não Votou;Não Votou;Não Votou;Não;Sim;Não Votou;Não;Não;Não;Sim;Sim;Não;Sim;Não;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;GOVERNO;-19.61875;-3.493329
CÉLIO MOURA;PT;Tocantins;62;Não;Não;Abstenção;Não Votou;Obstrução;Abstenção;Não Votou;Obstrução;Obstrução;Abstenção;Sim;Não Votou;Não Votou;Sim;Abstenção;Não Votou;Não Votou;Obstrução;Não;Sim;Não;Não;Sim;Sim;OPOSIÇÃO;-16.38852;-16.541721
ELI BORGES;Solidariedade;Tocantins;63;Não;Sim;Não;Não;Sim;Não;Não;Não;Não;Sim;Sim;Não;Sim;Sim;Sim;Sim;Não;Não;Não Votou;Sim;Não;Não;Sim;Sim;MINORIA;-7.219393;4.8009
OSIRES DAMASO;PSC;Tocantins;64;Sim;Sim;Sim;Não;Sim;Sim;Sim;Não;Não;Sim;Sim;Não;Sim;Sim;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Sim;Sim;GOVERNO;13.489596;-6.8786983
TIAGO DIMAS;Solidariedade;Tocantins;65;Não;Não Votou;Não Votou;Não;Sim;Não;Não;Não;Não;Sim;Sim;Não;Sim;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Sim;Sim;MINORIA;-4.2050653;10.919042
VICENTINHO JÚNIOR;PR;Tocantins;66;Não Votou;Não Votou;Não;Não Votou;Sim;Não Votou;Não Votou;Não;Não;Não Votou;Sim;Não;Não;Não;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;GOVERNO;-19.600407;-6.5244
PROFESSORA DORINHA SEABRA REZEN;DEM;Tocantins;67;Não Votou;Não;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Sim;Sim;Não;Não Votou;Sim;Sim;Não Votou;Não;Sim;Sim;GOVERNO;-10.015101;-11.669819
ALUISIO MENDES;Podemos;Maranhão;68;Sim;Sim;Não;Não;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Sim;Não;Não;Não;Sim;Não;Não;Não;Não Votou;Sim;Não;Não;Sim;Sim;MINORIA;6.371455;-7.375555
CLEBER VERDE;PRB;Maranhão;70;Não;Sim;Não;Não Votou;Sim;Não;Não;Não;Não Votou;Não Votou;Sim;Não;Não;Não;Sim;Sim;Não;Não;Sim;Sim;Não;Não;Sim;Sim;GOVERNO;6.728286;4.8158545
BIRA DO PINDARÉ;PSB;Maranhão;71;Não;Não;Sim;Sim;Não;Não Votou;Não Votou;Sim;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Não;Não;Sim;Sim;OPOSIÇÃO;-24.036518;-17.41259
ANDRÉ FUFUCA;PP;Maranhão;72;Não Votou;Não Votou;Não Votou;Não Votou;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;GOVERNO;-17.042053;-7.6251054
EDILÁZIO JÚNIOR;PSD;Maranhão;73;Sim;Sim;Não;Não;Sim;Não;Não;Não;Não;Sim;Sim;Não;Não;Não;Sim;Sim;Não;Não;Sim;Sim;Não Votou;Não;Sim;Sim;GOVERNO;11.129271;1.3951505
HILDO ROCHA;MDB;Maranhão;74;Sim;Não;Não;Não;Sim;Não;Não;Não;Não;Sim;Não;Não;Não;Não;Sim;Não;Sim;Não;Sim;Sim;Não;Não;Sim;Sim;GOVERNO;19.953829;19.456238
EDUARDO BRAIDE;PMN;Maranhão;75;Não;Sim;Não;Não;Sim;Não;Não Votou;Não;Não;Sim;Sim;Não;Sim;Sim;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Sim;Sim;GOVERNO;-8.910712;5.9428716
JOÃO MARCELO SOUZA;MDB;Maranhão;76;Não Votou;Não Votou;Não Votou;Não;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Sim;Sim;Sim;Não;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;GOVERNO;-16.587523;-6.202225
GIL CUTRIM;PDT;Maranhão;77;Não;Não;Não;Não;Sim;Não;Não;Não;Não;Sim;Sim;Não;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Não;Não;Sim;Sim;MINORIA;-14.044632;4.440229
JOSIMAR MARANHÃOZINHO;PR;Maranhão;78;Não;Sim;Não Votou;Não;Sim;Não;Não;Não;Não;Sim;Sim;Não;Não;Não;Sim;Sim;Não;Não;Sim;Sim;Não;Não;Sim;Sim;GOVERNO;5.4112654;1.3143028
JUSCELINO FILHO;DEM;Maranhão;79;Sim;Sim;Não;Não Votou;Não Votou;Não Votou;Não;Não;Não;Sim;Sim;Não Votou;Não;Não;Sim;Sim;Não;Não;Sim;Sim;Não;Não;Sim;Sim;GOVERNO;13.090584;-1.8088284
JUNIOR LOURENÇO;PR;Maranhão;80;Não;Sim;Não;Não Votou;Sim;Não;Não;Não;Não;Sim;Sim;Não;Não;Não;Sim;Sim;Não;Não;Sim;Sim;Não;Não;Sim;Sim;GOVERNO;6.930525;3.831463
MÁRCIO JERRY;PCdoB;Maranhão;82;Não Votou;Não;Não;Não;Não;Sim;Não Votou;Sim;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Não;Não;Sim;Sim;OPOSIÇÃO;-21.542088;-17.773144
MARRECA FILHO;Patriota;Maranhão;83;Não;Sim;Não;Não;Sim;Não;Não Votou;Não;Não Votou;Não Votou;Sim;Não;Não Votou;Não Votou;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Sim;Sim;MINORIA;-9.585874;1.6197927
PASTOR GILDENEMYR;PMN;Maranhão;84;Sim;Sim;Não;Não;Sim;Não Votou;Não Votou;Não;Não;Sim;Sim;Não;Não;Não;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Sim;Sim;GOVERNO;6.234347;14.716346
PEDRO LUCAS FERNANDES;PTB;Maranhão;85;Não;Sim;Não;Não;Sim;Não;Não Votou;Não;Não;Sim;Sim;Não;Sim;Não Votou;Sim;Não Votou;Não Votou;Não Votou;Sim;Sim;Não;Não;Sim;Sim;GOVERNO;-8.426642;4.2905536
ZÉ CARLOS;PT;Maranhão;86;Não Votou;Não Votou;Obstrução;Obstrução;Obstrução;Obstrução;Sim;Obstrução;Obstrução;Obstrução;Sim;Sim;Sim;Obstrução;Não;Não;Sim;Obstrução;Não;Sim;Não;Não;Sim;Sim;OPOSIÇÃO;-14.610948;-23.961205
AJ ALBUQUERQUE;PP;Ceará;87;Não;Sim;Não;Não;Sim;Não;Não;Não;Não;Sim;Sim;Não;Não;Não;Não Votou;Não Votou;Não Votou;Não;Sim;Sim;Não;Não;Sim;Sim;GOVERNO;5.4591107;10.373419
CAPITÃO WAGNER;PROS;Ceará;88;Não;Não;Não;Não;Sim;Não Votou;Não;Não;Não;Sim;Sim;Não;Sim;Não;Sim;Sim;Sim;Abstenção;Abstenção;Sim;Não;Não;Não Votou;Sim;MINORIA;-5.738346;10.149055
ANDRÉ FIGUEIREDO;PDT;Ceará;89;Não;Não;Não;Não;Não Votou;Não;Não Votou;Não;Não;Não;Sim;Não;Não Votou;Não Votou;Sim;Sim;Sim;Não;Não;Sim;Não;Não;Sim;Sim;MINORIA;-14.247128;1.7048701
CÉLIO STUDART;PV;Ceará;90;Não;Não;Não;Não;Sim;Não;Não Votou;Não;Não;Sim;Sim;Não;Sim;Sim;Sim;Sim;Sim;Não;Sim;Sim;Não;Não;Sim;Sim;MINORIA;-9.26538;7.178706
DENIS BEZERRA;PSB;Ceará;91;Não;Não;Não;Sim;Não;Sim;Sim;Sim;Sim;Não;Sim;Não;Sim;Sim;Sim;Não Votou;Sim;Não;Não;Sim;Não;Não;Sim;Sim;OPOSIÇÃO;-22.028433;-19.112297
DR. JAZIEL;PR;Ceará;92;Não;Sim;Não;Não;Sim;Não;Não Votou;Não;Não;Sim;Não;Não;Não;Não;Sim;Não Votou;Não;Não;Sim;Sim;Não;Não;Sim;Sim;GOVERNO;16.421156;10.889726
EDUARDO BISMARCK;PDT;Ceará;93;Não;Não;Não;Não;Não;Não;Não;Não;Não;Sim;Sim;Não;Sim;Não;Sim;Sim;Não;Não;Sim;Não Votou;Não;Não;Sim;Sim;MINORIA;-1.0657269;5.367552
HEITOR FREIRE;PSL;Ceará;94;Não Votou;Sim;Não;Não;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não;Sim;Não Votou;Não;Sim;Sim;Não;Não;Sim;Sim;GOVERNO;-6.94805;-7.3222203
IDILVAN ALENCAR;PDT;Ceará;95;Não;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Sim;Não;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Não;Não;Sim;Sim;MINORIA;-14.35615;2.6696138
LEÔNIDAS CRISTINO;PDT;Ceará;96;Não;Não;Não;Não;Não;Não;Não Votou;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Sim;Não;Não;Não;Sim;Não;Não;Sim;Sim;MINORIA;-13.028098;-2.8809967
DOMINGOS NETO;PSD;Ceará;97;Não Votou;Não Votou;Não Votou;Não Votou;Sim;Não;Não;Não;Não;Sim;Sim;Não;Sim;Não;Não Votou;Não Votou;Sim;Não;Sim;Sim;Não;Não Votou;Sim;Sim;GOVERNO;-4.457883;11.923551
LUIZIANNE LINS;PT;Ceará;98;Não;Não Votou;Não Votou;Não Votou;Obstrução;Não Votou;Obstrução;Não Votou;Obstrução;Não Votou;Não Votou;Sim;Sim;Obstrução;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;OPOSIÇÃO;-17.818378;-10.570506
GENECIAS NORONHA;Solidariedade;Ceará;99;Não Votou;Não Votou;Não;Não;Sim;Não;Não;Não;Não;Não Votou;Sim;Não;Não;Não;Sim;Sim;Não;Não;Sim;Sim;Não;Não;Sim;Sim;MINORIA;8.065542;1.9876008
JÚNIOR MANO;PR;Ceará;100;Não;Sim;Não;Não;Sim;Não Votou;Não;Não;Não;Sim;Sim;Não;Sim;Não;Sim;Sim;Não;Não;Sim;Sim;Não;Não;Sim;Sim;GOVERNO;-2.925051;3.4878068
JOSÉ AIRTON CIRILO;PT;Ceará;101;Não;Não;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Sim;Não Votou;Obstrução;Não;Sim;Não Votou;Não;Sim;Sim;OPOSIÇÃO;-14.007005;-15.278996
MAURO BENEVIDES FILHO;PDT;Ceará;102;Não;Não;Não;Não;Sim;Abstenção;Não Votou;Não;Não;Não;Sim;Não;Sim;Sim;Sim;Sim;Sim;Não;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;MINORIA;-14.972225;0.65076256
