Nome;Partido;Estado;Codigo;CD01O206E008995;CD01O206E008996;CD01O206E008997;CD01O207E008998;CD01O207E008999;CD01O207E009000;CD01O207E009001;CD01O207E009002;CD01O208E009003;CD01O208E009004;CD01O208E009005;CD01O210E009006;CD01O210E009007;CD01O210E009008;CD01O210E009009;CD01O210E009010;CD01O210E009011;CD01O215O009012;CD01O216E009013;CD01O216E009014;CD01O216E009015;CD01O216E009016;CD01O218E009018;CD01O218E009019;CD01O218E009021;CD01O218E009022;CD01O218E009023;CD01O218E009024;CD01O218E009025;Lado;tsne-1d-one;tsne-2d-two
SEVERINO PESSOA;PRB;Alagoas;172;Não;Sim;Obstrução;Não;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Sim;Sim;Sim;Não;Não;Sim;Sim;Não Votou;Não Votou;GOVERNO;5.4600525;8.280892
TEREZA NELMA;PSDB;Alagoas;173;Não;Sim;Não Votou;Não;Não;Sim;Não;Não;Não;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Não;Sim;Sim;Sim;Sim;Não Votou;Não;Não Votou;Não;Sim;Não;GOVERNO;4.2306447;-7.6294436
BOSCO COSTA;PL;Sergipe;174;Não;Sim;Obstrução;Não;Não;Sim;Não;Sim;Não Votou;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Sim;Sim;Sim;Não;Sim;Sim;Sim;Não;Sim;MINORIA;6.202931;18.013594
FÁBIO HENRIQUE;PDT;Sergipe;175;Obstrução;Obstrução;Sim;Obstrução;Obstrução;Obstrução;Obstrução;Não;Obstrução;Não;Não;Não;Não;Sim;Não;Não;Não;Sim;Não;Não;Não;Sim;Sim;Não Votou;Não;Não;Não;Sim;Não;MINORIA;-22.405901;-18.878782
LAERCIO OLIVEIRA;PP;Sergipe;176;Não Votou;Sim;Obstrução;Não;Não;Sim;Não;Sim;Não Votou;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não Votou;Não;Sim;Sim;Sim;Sim;Não Votou;Sim;Não Votou;Sim;Não;Sim;GOVERNO;8.590622;14.082181
FÁBIO MITIDIERI;PSD;Sergipe;177;Não Votou;Sim;Obstrução;Não;Não;Sim;Não;Sim;Não Votou;Não;Não;Não;Não;Não Votou;Não;Não;Não;Não;Não;Sim;Não Votou;Não Votou;Sim;Não Votou;Sim;Não Votou;Não Votou;Sim;Não Votou;GOVERNO;-17.619423;-9.790764
FABIO REIS;MDB;Sergipe;178;Não;Sim;Obstrução;Não;Não;Não Votou;Não;Sim;Não Votou;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Não Votou;Não Votou;Sim;Não;Sim;Sim;Sim;Sim;Não;GOVERNO;0.4258442;4.2587986
JOÃO DANIEL;PT;Sergipe;179;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Não;Obstrução;Não;Não;Não;Não;Sim;Não;Não;Não;Obstrução;Obstrução;Obstrução;Não;Não;Sim;Não Votou;Não;Não;Não;Sim;Não;OPOSIÇÃO;-18.054829;-21.618261
ALICE PORTUGAL;PCdoB;Bahia;180;Obstrução;Obstrução;Sim;Obstrução;Obstrução;Obstrução;Obstrução;Não;Obstrução;Não;Não;Não;Não;Sim;Não;Não;Não;Obstrução;Obstrução;Obstrução;Não;Não;Sim;Não;Não;Não Votou;Não;Sim;Não;OPOSIÇÃO;-18.827326;-19.225702
GUSTINHO RIBEIRO;Solidariedade;Sergipe;181;Não;Sim;Obstrução;Não;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Não Votou;Sim;Sim;Sim;Não;Sim;Não Votou;Sim;Não;Sim;MINORIA;9.804556;12.941883
AFONSO FLORENCE;PT;Bahia;182;Obstrução;Obstrução;Sim;Obstrução;Obstrução;Obstrução;Obstrução;Não;Não Votou;Não;Não;Não;Não;Não Votou;Não;Não;Não;Obstrução;Obstrução;Obstrução;Não;Não;Sim;Sim;Não;Não;Não;Sim;Não;OPOSIÇÃO;-19.664362;-21.686651
VALDEVAN NOVENTA;PSC;Sergipe;183;Não Votou;Não Votou;Não Votou;Não;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não;Não;Não;Não;Sim;Não;Não;Não;Sim;Não;Não;Sim;Sim;Sim;Sim;Não;Sim;Não;Sim;Não;GOVERNO;-26.519506;-19.557714
BACELAR;Podemos;Bahia;184;Sim;Não;Não Votou;Sim;Sim;Não Votou;Sim;Não;Sim;Não;Não;Não;Não;Sim;Não;Não;Não;Sim;Sim;Não;Não;Não;Sim;Sim;Não;Não;Não;Sim;Sim;MINORIA;-24.666553;-23.159193
LÍDICE DA MATA;PSB;Bahia;185;Obstrução;Obstrução;Sim;Obstrução;Obstrução;Obstrução;Obstrução;Não;Não Votou;Não;Não;Não;Não;Sim;Não;Não;Não;Obstrução;Obstrução;Não;Não;Não;Sim;Sim;Não;Não Votou;Não;Sim;Não;OPOSIÇÃO;-19.947422;-20.592796
CLAUDIO CAJADO;PP;Bahia;186;Não;Sim;Não Votou;Não;Não;Sim;Não Votou;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Não Votou;Sim;Sim;Sim;Não;Sim;Não Votou;Sim;Não;Sim;GOVERNO;5.6742377;10.929113
JOÃO CARLOS BACELAR;PL;Bahia;187;Não Votou;Não Votou;Obstrução;Não;Não;Sim;Não Votou;Sim;Não Votou;Sim;Sim;Sim;Sim;Sim;Não Votou;Sim;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Sim;MINORIA;3.227849;-3.5329485
DANIEL ALMEIDA;PCdoB;Bahia;188;Não Votou;Obstrução;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não;Obstrução;Não;Não;Não;Não Votou;Sim;Não;Não;Não;Obstrução;Obstrução;Não Votou;Não;Não Votou;Sim;Não;Não;Não;Não;Não Votou;Não;OPOSIÇÃO;-19.187222;-17.645239
ANTONIO BRITO;PSD;Bahia;189;Não Votou;Sim;Não Votou;Não;Não;Sim;Não;Sim;Não;Sim;Não;Não;Não;Sim;Sim;Sim;Sim;Não;Não Votou;Não Votou;Sim;Não Votou;Sim;Não Votou;Não Votou;Não Votou;Não;Sim;Não;GOVERNO;-2.0145407;0.44622633
ABÍLIO SANTANA;PL;Bahia;190;Não;Sim;Obstrução;Não;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Sim;Sim;Sim;Não Votou;Sim;Sim;Sim;Não;Sim;MINORIA;7.2287865;14.918111
ADOLFO VIANA;PSDB;Bahia;191;Não;Sim;Obstrução;Não;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Sim;Sim;Sim;Não;Sim;Sim;Sim;Não;Sim;GOVERNO;8.276284;17.053328
ARTHUR OLIVEIRA MAIA;DEM;Bahia;192;Não;Sim;Obstrução;Não;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Sim;Sim;Não Votou;Não Votou;Sim;Não Votou;Sim;Não;Não Votou;GOVERNO;12.746949;4.2453866
CACÁ LEÃO;PP;Bahia;193;Não;Sim;Não Votou;Não;Não;Sim;Não;Sim;Não Votou;Sim;Sim;Sim;Sim;Não Votou;Sim;Sim;Sim;Não;Não;Sim;Sim;Sim;Sim;Não Votou;Sim;Sim;Sim;Não;Sim;GOVERNO;4.420417;16.8433
ALEX SANTANA;PDT;Bahia;194;Não Votou;Sim;Sim;Não;Não;Sim;Sim;Sim;Não Votou;Não;Sim;Não;Não;Sim;Não;Não;Não;Não;Sim;Sim;Sim;Sim;Sim;Não;Não;Não Votou;Não;Não Votou;Não;MINORIA;-15.102953;-10.478734
FÉLIX MENDONÇA JÚNIOR;PDT;Bahia;195;Não Votou;Obstrução;Não Votou;Não Votou;Obstrução;Não Votou;Não Votou;Não;Não Votou;Não;Não;Não;Não;Sim;Não;Não;Não;Sim;Sim;Não;Sim;Sim;Sim;Não Votou;Não Votou;Não Votou;Não;Sim;Não;MINORIA;-26.352629;-19.300291
CHARLES FERNANDES;PSD;Bahia;196;Não Votou;Sim;Obstrução;Não;Não;Sim;Não;Sim;Não Votou;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;GOVERNO;1.7504996;-2.6231582
IGOR KANNÁRIO;PHS;Bahia;197;Não;Sim;Não Votou;Não;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Não Votou;Sim;Não Votou;Sim;Sim;Não;Não;Sim;Sim;Sim;Sim;Não;Sim;Sim;Sim;Não;Sim;GOVERNO;3.016725;12.381139
ELMAR NASCIMENTO;DEM;Bahia;198;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Sim;Não Votou;Sim;Sim;Sim;Sim;Não Votou;Sim;Sim;Sim;Não Votou;Não;Não Votou;Não Votou;Não Votou;Sim;Não Votou;Sim;Sim;Sim;Não;Não Votou;GOVERNO;3.4535267;6.169685
JOÃO ROMA;PRB;Bahia;199;Não Votou;Sim;Obstrução;Não;Não;Sim;Não;Sim;Não Votou;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Sim;Sim;Sim;Não Votou;Sim;Sim;Sim;Não;Sim;GOVERNO;8.086203;14.23698
LEUR LOMANTO JÚNIOR;DEM;Bahia;200;Não Votou;Sim;Obstrução;Não;Não;Não Votou;Não;Sim;Não Votou;Sim;Sim;Sim;Sim;Não Votou;Sim;Sim;Sim;Não;Não;Sim;Sim;Sim;Sim;Não;Não Votou;Não Votou;Sim;Não;Sim;GOVERNO;0.3658643;17.282146
JOSÉ NUNES;PSD;Bahia;201;Não Votou;Sim;Não Votou;Não;Não;Sim;Não;Sim;Não;Sim;Não;Não;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Sim;Sim;Sim;Não;Não Votou;Não;Não;Não;Não Votou;GOVERNO;-1.5941803;6.9203634
JOSÉ ROCHA;PL;Bahia;203;Não;Sim;Obstrução;Não;Não;Sim;Não;Sim;Não Votou;Sim;Sim;Sim;Não Votou;Não Votou;Sim;Sim;Sim;Não;Não;Não Votou;Sim;Sim;Sim;Não;Sim;Sim;Sim;Não;Sim;MINORIA;3.1127217;19.397778
JORGE SOLLA;PT;Bahia;204;Obstrução;Obstrução;Sim;Obstrução;Obstrução;Obstrução;Não Votou;Não;Obstrução;Não;Não;Não;Não;Sim;Não;Não;Não;Obstrução;Obstrução;Obstrução;Não;Não;Sim;Sim;Não;Não;Não;Sim;Não;OPOSIÇÃO;-19.540537;-21.537308
MARCELO NILO;PSB;Bahia;205;Sim;Obstrução;Sim;Obstrução;Obstrução;Obstrução;Obstrução;Não;Obstrução;Não;Não;Não;Não;Sim;Não;Não;Não;Obstrução;Obstrução;Não;Não;Não;Sim;Sim;Não;Não;Não;Sim;Não;OPOSIÇÃO;-20.812685;-22.390043
OTTO ALENCAR FILHO;PSD;Bahia;206;Não Votou;Sim;Não Votou;Não Votou;Não;Sim;Não;Sim;Não;Sim;Não;Não;Não;Sim;Sim;Sim;Sim;Não;Não;Sim;Sim;Sim;Sim;Não;Não;Não;Não;Sim;Não;GOVERNO;-2.0306027;0.4973157
PASTOR SARGENTO ISIDÓRIO;Avate;Bahia;207;Não Votou;Não;Não Votou;Sim;Sim;Não;Não Votou;Não;Não Votou;Não;Não;Não;Não;Sim;Não;Não;Não;Sim;Não;Não Votou;Não;Sim;Sim;Não Votou;Não;Não;Não Votou;Sim;Não;MINORIA;-25.026985;-22.324759
MÁRIO NEGROMONTE JR.;PP;Bahia;208;Não;Sim;Obstrução;Não;Não;Não;Sim;Não;Não Votou;Não;Não;Não;Não;Sim;Não;Não;Não;Sim;Sim;Não;Não;Não;Sim;Sim;Não;Não Votou;Não;Sim;Não;GOVERNO;-24.38096;-20.608889
NELSON PELLEGRINO;PT;Bahia;209;Não Votou;Obstrução;Sim;Obstrução;Obstrução;Obstrução;Obstrução;Não;Obstrução;Não;Não;Não;Não;Sim;Não;Não;Não;Obstrução;Obstrução;Obstrução;Não;Não;Sim;Sim;Não;Não;Não;Sim;Não;OPOSIÇÃO;-20.450092;-21.5844
PROFESSORA DAYANE PIMENTEL;PSL;Bahia;210;Não;Sim;Obstrução;Não;Não;Sim;Não Votou;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Não;Sim;Não Votou;Sim;Não;Sim;GOVERNO;19.827745;5.068742
RAIMUNDO COSTA;PL;Bahia;211;Não;Sim;Obstrução;Não;Não;Sim;Não;Sim;Não Votou;Sim;Não;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;MINORIA;-1.8698413;-4.190291
MÁRCIO MARINHO;PRB;Bahia;212;Não;Sim;Obstrução;Não;Não;Não Votou;Não Votou;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Sim;Sim;Sim;Não;Sim;Sim;Sim;Não;Sim;GOVERNO;10.706815;16.141838
TITO;Avate;Bahia;214;Não;Sim;Obstrução;Não;Não;Sim;Não Votou;Sim;Não Votou;Sim;Sim;Sim;Sim;Não Votou;Sim;Sim;Sim;Não;Não;Não Votou;Sim;Sim;Sim;Não;Sim;Sim;Sim;Não;Sim;MINORIA;3.1138654;18.806408
PAULO AZI;DEM;Bahia;215;Não Votou;Não Votou;Não Votou;Não;Não Votou;Não Votou;Não Votou;Sim;Não;Sim;Sim;Sim;Sim;Não Votou;Sim;Sim;Sim;Não;Não;Sim;Sim;Sim;Não Votou;Não;Não Votou;Não Votou;Sim;Não;Não Votou;GOVERNO;15.882514;9.557343
RONALDO CARLETTO;PP;Bahia;216;Não;Sim;Obstrução;Não;Não;Sim;Não;Sim;Não Votou;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não Votou;Não;Sim;Sim;Sim;Sim;Não;Sim;Sim;Sim;Não;Sim;GOVERNO;6.9924793;18.556591
ZÉ NETO;PT;Bahia;217;Não Votou;Não Votou;Sim;Não Votou;Obstrução;Obstrução;Obstrução;Não;Não Votou;Não;Não;Não;Não;Sim;Não;Não;Não;Obstrução;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;OPOSIÇÃO;-22.10308;-14.477375
VALMIR ASSUNÇÃO;PT;Bahia;218;Obstrução;Obstrução;Sim;Obstrução;Obstrução;Obstrução;Obstrução;Não;Obstrução;Não;Não;Não;Não;Sim;Não;Não;Não;Obstrução;Obstrução;Obstrução;Não;Não;Sim;Sim;Não;Não;Não;Sim;Não;OPOSIÇÃO;-19.908833;-21.058844
WALDENOR PEREIRA;PT;Bahia;219;Obstrução;Obstrução;Sim;Obstrução;Obstrução;Obstrução;Obstrução;Não;Obstrução;Não;Não;Não;Não;Sim;Não;Não;Não;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;OPOSIÇÃO;-22.281654;-15.210322
ULDURICO JUNIOR;PROS;Bahia;220;Não;Sim;Obstrução;Não;Não;Sim;Não;Sim;Não Votou;Sim;Sim;Sim;Sim;Não Votou;Sim;Sim;Sim;Não;Não;Sim;Sim;Sim;Sim;Não;Sim;Sim;Sim;Não;Sim;MINORIA;4.34928;18.193396
AÉCIO NEVES;PSDB;Minas Gerais;221;Não;Sim;Obstrução;Não;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Não Votou;Não Votou;Sim;Sim;Sim;Não;Não;Sim;Sim;Sim;Sim;Não Votou;Sim;Não Votou;Não Votou;Não Votou;Sim;GOVERNO;11.415442;6.470493
ALÊ SILVA;PSL;Minas Gerais;222;Não;Sim;Obstrução;Não;Não Votou;Sim;Não;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Sim;GOVERNO;21.588907;3.2087212
ANDRÉ JANONES;Avate;Minas Gerais;223;Sim;Não;Sim;Sim;Sim;Não;Sim;Não;Não Votou;Não;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Sim;Sim;Sim;Sim;Não;Não;Não;Não;Sim;Não;MINORIA;-25.932228;-22.175604
ÁUREA CAROLINA;PSOL;Minas Gerais;224;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Obstrução;Não;Não;Sim;Não Votou;Não Votou;Não Votou;Não;Não Votou;Não;OPOSIÇÃO;-3.7866597;-6.1834254
CABO JUNIO AMARAL;PSL;Minas Gerais;225;Não;Sim;Não Votou;Não;Não;Não Votou;Não Votou;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Não Votou;Sim;Sim;Sim;Não;Abstenção;GOVERNO;19.958874;-0.44392854
CHARLLES EVANGELISTA;PSL;Minas Gerais;226;Não;Sim;Obstrução;Não;Não Votou;Não Votou;Não;Sim;Não;Sim;Sim;Sim;Sim;Não Votou;Sim;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Sim;GOVERNO;22.672905;3.8062172
DELEGADO MARCELO FREITAS;PSL;Minas Gerais;227;Não;Sim;Obstrução;Não;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Não Votou;Sim;Sim;Sim;Não;Sim;GOVERNO;18.486717;2.8518302
DIEGO ANDRADE;PSD;Minas Gerais;228;Não;Sim;Obstrução;Não;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Não Votou;Sim;Sim;Sim;Não Votou;Sim;Não Votou;Não Votou;Não;Sim;GOVERNO;9.337663;11.77429
DR. FREDERICO;Patriota;Minas Gerais;229;Não;Sim;Obstrução;Não;Não;Não Votou;Não;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Sim;MINORIA;21.143417;2.0902312
EDUARDO BARBOSA;PSDB;Minas Gerais;230;Não;Sim;Não Votou;Não;Não;Sim;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Sim;Não;Não;Não;Não;Sim;Sim;Sim;Sim;Não;Sim;Não Votou;Não Votou;Não Votou;Sim;GOVERNO;-1.6066679;9.860078
DIMAS FABIANO;PP;Minas Gerais;231;Não;Sim;Não Votou;Não;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Sim;Sim;Não Votou;Não Votou;Sim;Não Votou;Sim;Não;Sim;GOVERNO;13.481613;4.660698
BILAC PINTO;DEM;Minas Gerais;232;Não;Sim;Obstrução;Não;Não;Sim;Não;Sim;Não Votou;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Sim;Sim;Sim;Não;Sim;Sim;Sim;Não;Sim;GOVERNO;6.1975427;18.033106
DOMINGOS SÁVIO;PSDB;Minas Gerais;233;Não;Sim;Não Votou;Não;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Sim;Não Votou;Sim;Sim;Sim;Não;Não;Não Votou;Sim;Sim;Não Votou;Não Votou;Sim;Sim;Não Votou;Não;Não Votou;GOVERNO;8.546037;7.784852
EMIDINHO MADEIRA;PSB;Minas Gerais;234;Não;Sim;Não Votou;Não;Não;Sim;Não Votou;Sim;Não;Sim;Sim;Sim;Não;Sim;Não;Sim;Sim;Não;Não;Sim;Sim;Sim;Sim;Não Votou;Sim;Não Votou;Não;Não;Não;OPOSIÇÃO;9.409062;5.969609
MARCELO ÁLVARO ANTÔNIO;PSL;Minas Gerais;235;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Sim;Não Votou;Sim;Sim;Sim;Sim;Não Votou;Sim;Sim;Sim;Não Votou;Não;Não Votou;Sim;Sim;Sim;Não Votou;Não Votou;Sim;Sim;Não;Sim;GOVERNO;3.6662612;5.8843117
MARCELO ARO;PP;Minas Gerais;236;Não Votou;Sim;Obstrução;Não Votou;Não Votou;Sim;Não Votou;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Obstrução;Obstrução;Obstrução;Não;Não;Sim;Não Votou;Não;Não;Não;Sim;Não;GOVERNO;0.9450531;-12.384918
MARGARIDA SALOMÃO;PT;Minas Gerais;237;Obstrução;Obstrução;Sim;Obstrução;Obstrução;Obstrução;Obstrução;Não;Obstrução;Não;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Sim;Sim;Sim;Não Votou;Não Votou;Sim;Sim;Sim;Não;Sim;OPOSIÇÃO;-22.937527;-11.006563
FÁBIO RAMALHO;MDB;Minas Gerais;238;Não;Sim;Abstenção;Não;Não;Sim;Não;Sim;Não Votou;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Sim;Sim;Sim;Não Votou;Não;Não;Não Votou;Sim;Não;GOVERNO;6.1108885;-9.071112
MÁRIO HERINGER;PDT;Minas Gerais;239;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não;Não Votou;Não Votou;Não Votou;Não;Não;Sim;Não;Não Votou;Não Votou;Não;Sim;Não Votou;Sim;Sim;Não Votou;Não;Sim;Não Votou;Sim;Não;Sim;MINORIA;-12.703007;0.27308527
EUCLYDES PETTERSEN;PSC;Minas Gerais;240;Não;Sim;Não Votou;Não;Não;Sim;Não Votou;Sim;Não Votou;Sim;Sim;Sim;Sim;Sim;Sim;Não Votou;Sim;Não;Não;Sim;Sim;Sim;Sim;Não;Não Votou;Sim;Sim;Não;Sim;GOVERNO;4.7262597;20.23571
FRANCO CARTAFINA;PP;Minas Gerais;241;Não;Sim;Obstrução;Não;Não;Sim;Não;Sim;Não;Sim;Sim;Não;Não;Sim;Sim;Sim;Sim;Não;Não;Não Votou;Não Votou;Sim;Sim;Não;Sim;Sim;Sim;Não;Não;GOVERNO;6.5907803;6.844172
EROS BIONDINI;PROS;Minas Gerais;242;Não;Sim;Obstrução;Não;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Não Votou;Não Votou;Sim;Não Votou;Não Votou;Não Votou;MINORIA;15.113786;1.7336317
LINCOLN PORTELA;PL;Minas Gerais;243;Não;Sim;Não Votou;Não;Não;Sim;Não;Sim;Não Votou;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Sim;MINORIA;22.865408;1.0552477
FRED COSTA;Patriota;Minas Gerais;244;Não;Sim;Obstrução;Não;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Sim;Não Votou;Sim;Sim;Sim;Não;Não;Sim;Sim;Sim;Não Votou;Não Votou;Sim;Não;Não;Não;Não;MINORIA;8.083107;4.128889
MISAEL VARELLA;PSD;Minas Gerais;245;Não;Sim;Obstrução;Não;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Sim;Sim;Sim;Não;Sim;Sim;Sim;Não;Sim;GOVERNO;8.869412;17.222248
GILBERTO ABRAMO;PRB;Minas Gerais;246;Não;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não Votou;Não Votou;Sim;Sim;Não Votou;Não;Sim;Não Votou;Sim;Não;Sim;GOVERNO;19.68366;-2.9780674
NEWTON CARDOSO JR;MDB;Minas Gerais;247;Não;Sim;Não Votou;Não Votou;Não;Não Votou;Não;Sim;Não;Sim;Sim;Sim;Não Votou;Não Votou;Sim;Sim;Sim;Não;Não;Sim;Sim;Sim;Sim;Não;Sim;Sim;Sim;Não;Sim;GOVERNO;2.815192;13.343178
GREYCE ELIAS;Avate;Minas Gerais;248;Não;Sim;Obstrução;Não;Não;Sim;Não Votou;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Obstrução;Obstrução;Obstrução;Não;Não;Sim;Não Votou;Não;Não;Não;Sim;Não;MINORIA;1.6874088;-11.937057
PATRUS ANANIAS;PT;Minas Gerais;249;Obstrução;Obstrução;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Obstrução;Não;Não;Não;Não;Sim;Não;Não;Não;Obstrução;Obstrução;Sim;Sim;Sim;Sim;Sim;Não;Não Votou;Sim;Sim;Sim;OPOSIÇÃO;-20.771727;-12.104066
JÚLIO DELGADO;PSB;Minas Gerais;250;Abstenção;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Obstrução;Não;Não Votou;Não;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Não Votou;Sim;Sim;Sim;Não;Não Votou;Sim;Não Votou;Não Votou;Não Votou;OPOSIÇÃO;-23.483513;-12.977216
LUIS TIBÉ;Avate;Minas Gerais;251;Não;Sim;Não Votou;Não;Não;Sim;Não Votou;Sim;Não Votou;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não Votou;Não;Sim;Sim;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Não Votou;Sim;MINORIA;9.463734;-2.1106415
MAURO LOPES;MDB;Minas Gerais;252;Não Votou;Sim;Não Votou;Não;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Obstrução;Obstrução;Obstrução;Não;Não Votou;Sim;Sim;Não;Não;Não Votou;Sim;Não;GOVERNO;2.421683;-13.354678
LEONARDO MONTEIRO;PT;Minas Gerais;253;Não Votou;Não Votou;Sim;Obstrução;Obstrução;Obstrução;Obstrução;Não;Obstrução;Não;Não;Não;Não;Sim;Não;Não;Não;Não;Não;Sim;Sim;Sim;Não;Não;Sim;Não Votou;Não Votou;Não;Sim;OPOSIÇÃO;-23.796854;-11.069588
HERCÍLIO COELHO DINIZ;MDB;Minas Gerais;254;Não Votou;Sim;Obstrução;Não;Não;Sim;Não Votou;Sim;Não Votou;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Sim;Sim;Sim;Não;Não;Sim;Não Votou;Não Votou;Não;Sim;GOVERNO;16.944733;-0.03776174
IGOR TIMO;Podemos;Minas Gerais;255;Não;Sim;Não Votou;Não;Não;Não Votou;Não;Sim;Não;Sim;Sim;Sim;Sim;Não Votou;Sim;Sim;Sim;Não;Não;Não Votou;Não Votou;Não Votou;Sim;Não Votou;Sim;Sim;Sim;Não;Sim;MINORIA;14.77012;16.135149
LAFAYETTE DE ANDRADA;PRB;Minas Gerais;256;Não;Não;Obstrução;Não;Não;Sim;Não;Sim;Não;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Sim;Não;Não;Não Votou;Sim;Não Votou;Não Votou;Não Votou;Sim;Sim;Sim;Não;Sim;GOVERNO;16.77472;13.485078
